Alpha,Beta,AlphaBetaRatio,Label
4.504894195051065e-06,1.373453954131918e-06,3.2799746809847385,Calm
5.52833919170145e-07,1.311796138919125e-06,0.4214327994787827,Calm
3.550725943729204e-06,5.798067840662576e-06,0.6123981369841032,Not Calm
2.8094344690473645e-06,2.165344425687154e-06,1.2974538534006264,Calm
4.240393124173786e-06,6.060209731756824e-06,0.6997106225471371,Not Calm
2.2010290127324285e-06,4.1508206013183495e-06,0.5302635849965078,Not Calm
3.414396253269307e-06,3.2811974766721666e-06,1.0405945626693072,Not Calm
1.182685556711763e-06,1.1142053112679269e-06,1.0614610653452263,Calm
6.913379588981288e-07,3.9564975356950085e-06,0.1747348387458774,Not Calm
2.771148019889776e-06,1.7113083292288887e-06,1.6193154515518828,Calm
1.2441121550570797e-06,2.376817503569093e-06,0.5234361296939658,Not Calm
2.6249904616890536e-06,1.59909631706601e-06,1.6415461868521677,Calm
1.3789610633621542e-06,3.07417585395906e-06,0.448562843789911,Not Calm
1.5130966713760183e-06,1.7225477922193904e-06,0.8784062063244656,Calm
1.6292290086618578e-06,1.0633066690617203e-06,1.5322287126248506,Calm
1.6716612095061331e-06,5.447938657108433e-06,0.3068428840190704,Not Calm
8.536538692279914e-07,4.166894833197985e-06,0.2048657101750835,Not Calm
1.510944375935175e-06,1.7559267759218446e-06,0.8604825649076077,Calm
3.5240037375302883e-06,2.591641200095776e-06,1.3597575688332382,Not Calm
4.158398843981751e-06,2.046659851111282e-06,2.031797732155566,Calm
1.4229944228956012e-06,2.1262099966079163e-06,0.6692633489475633,Calm
1.5366052877950711e-06,1.3324592506991803e-06,1.153209966450208,Calm
9.268407505451928e-07,2.323369551328138e-06,0.3989209336135832,Not Calm
7.724092288559911e-07,2.801076625685469e-06,0.2757544087773643,Not Calm
1.306669343668198e-06,1.1955089155657755e-06,1.092981680567238,Calm
4.030612120233522e-06,4.44573244090971e-06,0.9066249878521154,Not Calm
1.1502558827055309e-06,3.1333563054641573e-06,0.3671002498820951,Not Calm
2.9415947767089298e-06,3.899848231836396e-06,0.7542844238643012,Not Calm
1.852714655506628e-06,2.057730332050831e-06,0.9003680543796647,Not Calm
1.441120465445852e-06,4.399924137132059e-06,0.3275330256910287,Not Calm
1.157274130978978e-06,1.1676799366277648e-06,0.9910884778248066,Calm
4.351669570398061e-06,4.696306258872674e-06,0.926615371852401,Not Calm
1.5129929512254545e-06,4.382941715534297e-06,0.3452003356245897,Not Calm
1.238583084945501e-06,4.193198953588036e-06,0.2953790408360353,Not Calm
1.8912554124453183e-06,4.471860121064262e-06,0.4229236517342624,Not Calm
1.6468155627429912e-06,3.7361052277290223e-06,0.4407840417664044,Not Calm
2.903015041910536e-06,4.855029970406999e-06,0.5979396748537837,Not Calm
1.9161309749154576e-06,1.4881079764091651e-06,1.2876289928497802,Calm
8.763146164066458e-07,1.7873492321284065e-06,0.49028729285497,Not Calm
1.2785048685715295e-06,2.725287281177268e-06,0.469126641217524,Not Calm
2.064593043740662e-06,1.420869497452155e-06,1.4530490290929643,Calm
4.035830336264599e-06,5.361285444995974e-06,0.752772889574737,Not Calm
2.387316959497778e-06,1.52644144875549e-06,1.563975455097974,Calm
4.368396443848582e-06,4.47212777923442e-06,0.9768049258638144,Not Calm
8.392168095123061e-07,1.7164244438038595e-06,0.4889331496890554,Calm
1.7491109485261746e-06,2.572295372501344e-06,0.679980599127428,Not Calm
2.2655640115728462e-06,4.655697276790031e-06,0.4866218477879402,Not Calm
1.4763879141767389e-06,2.589172227006017e-06,0.5702161867709961,Not Calm
3.581266604047442e-07,2.682238529486285e-06,0.1335178271685383,Not Calm
1.9188126143637494e-06,1.8337222655343064e-06,1.0464030733709009,Calm
1.0991799610274727e-06,1.0177228801233657e-06,1.0800385669763397,Calm
2.5710249423885743e-06,4.3391994557453375e-06,0.592511353444331,Not Calm
9.649112917469338e-07,9.684267982016857e-07,0.99636987900244,Calm
4.446537339346252e-06,5.720441692837584e-07,7.773066448546526,Calm
1.5558567899525278e-06,4.571348925272968e-06,0.3403496025759231,Not Calm
1.5046229297346457e-06,8.81557557913125e-07,1.706777868590314,Calm
1.0162793069435257e-06,1.2405438877098364e-06,0.8192207603551014,Calm
5.304086825974464e-07,2.7454405763426047e-06,0.1931961985147175,Not Calm
3.538393771304985e-06,1.6457043706930417e-06,2.1500786133386103,Not Calm
2.977287138025264e-06,2.1336647395486534e-06,1.3953865773003622,Not Calm
1.954417672451836e-06,1.9296633860012594e-06,1.012828292556182,Calm
8.448195461276337e-07,1.8607093039483849e-06,0.4540309140900972,Not Calm
1.7357495544754209e-06,1.4182936703822178e-06,1.2238294442981272,Calm
9.350136271089142e-07,3.687332383003381e-06,0.253574543867763,Not Calm
1.505238096974415e-06,2.9177506653325844e-06,0.5158898993183292,Not Calm
3.1555946662042567e-06,1.1168095601418937e-06,2.8255441024370618,Calm
3.9231080243434404e-07,9.591628685725062e-07,0.4090137507284958,Calm
1.8629162311303096e-06,2.332878163254901e-06,0.7985484456381182,Calm
8.474817390091157e-07,2.6319958904475604e-06,0.321992044928689,Not Calm
4.393050222246354e-06,1.5474479590262422e-06,2.8389001365905417,Calm
1.5749079160935491e-06,9.95798911433226e-07,1.5815521567771422,Calm
2.5542393396011208e-06,4.000233484800452e-06,0.6385225635719453,Not Calm
6.931143927836019e-07,1.763779599797481e-06,0.392971090528083,Not Calm
9.719245590812845e-07,1.222515420500698e-06,0.7950202858653671,Calm
1.381546551375596e-06,1.946323808206086e-06,0.7098235892459017,Calm
4.766395620303346e-06,4.729730750778598e-06,1.0077519993117392,Not Calm
1.5583594551356076e-06,2.240436509069045e-06,0.6955606413426746,Calm
3.4500228540779098e-06,1.4631772025285351e-06,2.357898173998256,Calm
5.9182152764427885e-06,1.1570684027640117e-06,5.114836134411174,Calm
4.287848554451136e-06,5.60279631939948e-06,0.7653050923169588,Not Calm
2.358073693442712e-06,3.278377888526772e-06,0.7192806240229911,Not Calm
3.091508503362969e-06,1.28607145336354e-06,2.4038388343645765,Calm
3.1775477964312755e-06,1.236995480245695e-06,2.568762656917828,Calm
1.2145082762423352e-06,1.0842838046222148e-06,1.1201018322555256,Calm
1.6826991838526495e-06,4.16983856725716e-06,0.4035406063596118,Not Calm
2.3396327098677628e-06,2.3623351280356954e-06,0.9903898401634446,Calm
6.787761693617865e-07,1.3983292705394428e-06,0.4854194099076039,Calm
1.3256879360527985e-06,2.564106352369172e-06,0.5170175312064943,Not Calm
2.266485505586367e-06,4.866079698991245e-06,0.4657723764894803,Not Calm
3.3076873721869707e-06,5.272679897290768e-06,0.6273256553819134,Not Calm
5.333144681301715e-06,8.321024222400807e-06,0.640924066408135,Not Calm
2.4311210232472074e-06,1.1558528992763906e-06,2.103313514002677,Calm
1.0928846758928146e-06,9.609330104862192e-07,1.1373161957874978,Calm
6.641894274019866e-07,3.608327091417368e-06,0.1840712913698435,Not Calm
5.895975485341237e-06,1.861681717419128e-06,3.1670158385155656,Calm
2.802412625471315e-06,1.960698149684614e-06,1.4292932473680835,Calm
1.5166415978930902e-05,5.764211150048072e-06,2.6311347006787598,Not Calm
3.2152377391356806e-06,4.114809147800708e-06,0.7813819848374177,Not Calm
1.6956650468159604e-06,2.5774213485157207e-06,0.657892062464857,Not Calm
1.2812768637083956e-06,1.6272145196036585e-06,0.7874050091566765,Calm
2.483155345521028e-06,1.4380563826734223e-06,1.7267440800232818,Calm
2.0363786769202634e-06,2.2469175182473144e-06,0.906298811764448,Calm
5.972419302818135e-07,3.092396760549205e-06,0.1931323748301121,Calm
2.1859869303256856e-06,1.4123296603475796e-06,1.5477880212384028,Calm
1.4279467844411758e-06,8.372905085026639e-07,1.7054376825491422,Calm
3.442137113732707e-06,3.236610283174531e-06,1.063500641898904,Not Calm
2.5338610949784875e-06,2.869341277255464e-06,0.883081115189663,Not Calm
2.883928547904059e-06,3.96596547555873e-06,0.7271693527533211,Calm
2.3181547546331504e-06,3.7570182315953184e-06,0.617019831082589,Not Calm
1.6242562590267742e-06,5.162998242139764e-06,0.3145955475579658,Not Calm
2.245609203383318e-06,5.060932213254319e-06,0.4437145388950644,Not Calm
3.759150947440692e-06,5.032027898317031e-06,0.747044933653477,Not Calm
3.433244638268373e-06,4.2765529165274726e-06,0.8028065372463906,Not Calm
2.269301917854751e-06,3.7142924654859143e-06,0.6109647904524595,Not Calm
1.0658035816114631e-06,3.098202027137872e-06,0.3440071280942436,Not Calm
7.531254997965325e-07,1.4381333924632858e-06,0.5236826456734675,Calm
3.132093022422752e-06,4.476115552352304e-06,0.6997346216356644,Not Calm
1.972833281131225e-06,2.550136793407593e-06,0.7736186098844714,Calm
6.960557790776858e-06,5.305506529653823e-06,1.3119497171236212,Not Calm
2.2220199709391472e-06,1.7523683073607006e-06,1.2680096767361675,Calm
6.647921849810261e-06,7.165870084185475e-06,0.927720119358808,Not Calm
2.047309969612678e-06,1.3559731684554503e-06,1.5098454875362388,Calm
8.148247717378605e-07,3.3387322822471747e-06,0.2440521440040208,Not Calm
6.4371904389581215e-06,7.255486954946302e-06,0.887216871717987,Not Calm
4.11114177917873e-06,3.7008331049854335e-06,1.1108692725539462,Not Calm
1.7817520570295882e-06,2.8852308983530632e-06,0.6175422764419448,Not Calm
7.639480197176349e-07,3.0969065045373944e-06,0.2466810084832544,Not Calm
2.0994333849304485e-06,6.158051494700417e-07,3.4092494788931345,Calm
1.4937901655971078e-06,3.0434138106462907e-06,0.4908271626985522,Not Calm
1.874983485554544e-06,3.385953928805859e-06,0.553753395639321,Not Calm
1.4259988681798055e-06,2.258134823754482e-06,0.6314941221307911,Not Calm
1.070842067221733e-06,1.912215103722963e-06,0.5600008415041123,Not Calm
2.0431096437746683e-06,1.6576298585330123e-06,1.2325487703164335,Calm
2.1483781498672706e-06,2.023694869770738e-06,1.0616116994508455,Calm
1.5339848275550969e-06,2.946292336377569e-06,0.5206492270353297,Not Calm
5.975813493790108e-06,2.163805437536037e-06,2.7617147965922806,Calm
1.036613708746569e-06,2.207376471286443e-06,0.4696134629642211,Calm
2.426173257037077e-06,1.0484548175397748e-06,2.3140465535082884,Calm
6.223909260112196e-06,2.956241083108317e-06,2.1053456349264024,Not Calm
2.0008682353678845e-06,1.9663989858537626e-06,1.0175291229105043,Calm
1.2983859304467935e-06,1.31819862174174e-06,0.9849698740628572,Calm
5.448271787204153e-06,3.621960293928337e-06,1.5042328863564154,Not Calm
7.647733865123422e-07,2.1760682941854665e-06,0.3514473275291241,Not Calm
2.945595113285704e-06,4.364895833263964e-06,0.6748374361738338,Not Calm
1.7160522590713067e-06,2.537934703884474e-06,0.6761609179482739,Not Calm
1.5429738425090093e-06,5.339729709152909e-06,0.2889610385829408,Not Calm
2.11698536082772e-06,2.3387136926876407e-06,0.905192186391524,Not Calm
1.3059510438502077e-06,1.0294357549751113e-06,1.2686085921717198,Calm
6.341862257384103e-07,9.987437042136026e-07,0.634983953403501,Calm
1.178115270098973e-06,2.700212826024223e-06,0.4363045974541283,Not Calm
2.9606252191106947e-06,1.1162217211159282e-06,2.652363023495769,Calm
8.918984174823924e-07,6.538321136611427e-06,0.136410922444325,Not Calm
5.765261260605383e-07,1.7274203914282397e-06,0.3337497513178385,Calm
1.327800046326472e-06,3.209901946953198e-06,0.4136575098771489,Not Calm
2.847300364584935e-06,1.8222387714762972e-06,1.562528692262528,Calm
1.1622171640926689e-06,6.687823255601021e-07,1.7378108237524326,Calm
5.524861064210582e-06,6.171455129849039e-06,0.8952282643179044,Calm
6.928614164617444e-06,3.118707895699677e-06,2.22162972498039,Calm
1.5120108803542795e-06,1.3292504875372232e-06,1.137491311480101,Calm
1.3398722232242058e-06,3.28354119010997e-06,0.4080570779072004,Not Calm
6.68225728412749e-07,1.9118437740839145e-06,0.3495190022693869,Calm
3.461472622977232e-06,5.713263615736014e-06,0.6058660786180625,Not Calm
2.388529270824812e-06,1.760726475291236e-06,1.3565589569667449,Calm
1.778298421476279e-06,2.534501910433633e-06,0.7016362521391931,Not Calm
3.046411331579563e-06,1.929044878312616e-06,1.5792330006569553,Calm
1.340516685179119e-06,2.238479320560944e-06,0.5988514938986333,Not Calm
1.0274138301228665e-06,1.4061284126996697e-06,0.7306685654337236,Calm
4.572696510552037e-06,4.193660576007427e-06,1.0903830740888123,Not Calm
7.276360946077375e-06,1.1075968208708652e-05,0.6569503278599358,Not Calm
9.159194422682584e-07,5.123351447083997e-06,0.1787734946017732,Not Calm
4.073179088002318e-06,1.4358571996017277e-06,2.836757784222637,Calm
1.142844303762443e-06,2.9372317912863846e-06,0.3890889058033533,Not Calm
1.5046148640713652e-06,1.4686349662286229e-06,1.024498870495462,Calm
2.006001485505836e-06,4.421639212702824e-06,0.4536782376415608,Not Calm
1.491367639680485e-06,1.534687295830681e-06,0.9717729753364848,Calm
1.4516818255173712e-06,1.8357677754875604e-06,0.7907763960677542,Calm
1.911362847278267e-06,1.3265873513046997e-06,1.440811903866293,Calm
2.134785789146426e-06,2.2802253679150065e-06,0.9362170157322792,Calm
3.412785552975368e-06,1.1020060776489658e-06,3.0968845110693484,Calm
7.172496935628788e-07,1.094069609768421e-06,0.6555795784462902,Calm
3.6904006142411623e-06,2.3899170189791225e-06,1.5441542885943191,Calm
1.8191553909431136e-06,1.0154982805402325e-06,1.7913918967694813,Calm
2.5680510549130754e-06,1.0298148223868758e-06,2.493701779278064,Calm
3.4847523755324134e-06,3.401432072951258e-06,1.0244956538287897,Not Calm
1.337704932671902e-06,1.6889532163261585e-06,0.7920319637874292,Calm
9.995686410574451e-07,8.347952077267037e-07,1.1973818630073945,Calm
1.6246272816471855e-06,2.487467447149173e-06,0.6531250423032197,Calm
2.2665682712622607e-06,1.5757906660936035e-06,1.4383688900005351,Calm
1.174683876356225e-06,2.443677850026923e-06,0.4807032466833887,Not Calm
1.2910124475714755e-06,3.054695709527397e-06,0.4226320950872101,Not Calm
9.226689757788328e-07,3.290964628937708e-06,0.2803642943062142,Not Calm
1.8481609812412676e-06,1.0958649962434814e-06,1.6864860065579097,Calm
7.302761761057412e-07,1.4793358786053523e-06,0.4936513652289775,Not Calm
2.5343393819881843e-06,3.6386801479840287e-06,0.6964996314370494,Not Calm
1.5561830797250684e-06,3.5611774423374194e-06,0.4369855489996729,Not Calm
1.371614059639122e-06,1.2018509911780369e-06,1.1412513445570205,Calm
1.6605453132882931e-06,2.487872633990808e-06,0.667455918201329,Not Calm
2.6143486457860854e-06,3.832165559633213e-06,0.6822118212544847,Not Calm
3.3555237043638497e-06,1.7259685033886148e-06,1.944139593379549,Calm
1.175232909948001e-06,1.333335207117224e-06,0.8814234437632135,Calm
1.7542159014167644e-06,1.2631150543977404e-06,1.388801356859121,Calm
2.997542959297183e-06,1.9331138163312105e-06,1.5506293183430429,Not Calm
2.982137985276015e-06,1.3842733843092903e-06,2.154298434889008,Calm
2.3927960047333667e-06,1.7379037705044988e-06,1.3768288240946496,Not Calm
3.27907653699978e-06,1.807959737182371e-06,1.8136889166072263,Calm
