Time (s),Filtered Voltage (V)
0.0,0.00011704378834777588
0.0,0.00037388423608618364
0.0,0.0005914441953158499
0.0,0.0007504512278219912
0.0,0.0008607118054057637
0.0,0.0009380452244745979
0.0,0.0009744931583223038
0.0,0.0009333634834211648
0.0,0.0007864461477891005
0.0,0.0005669793470477905
0.0,0.0003761548384555123
0.0,0.0003145456028242617
0.0,0.0003946413658860314
0.0,0.000523434975784896
0.0,0.0005777854204733676
0.0,0.0005050529459155348
0.0,0.0003577402085464306
0.0,0.0002324581510531959
0.0,0.00017913461361400375
0.0,0.00017647732053407993
0.0,0.00018607492222170823
0.0,0.00020261018010398098
0.0,0.00024115752867562458
0.0,0.0002997372057274711
0.0,0.0003581866049547143
0.0,0.00040661140204992506
0.0,0.0004556023603918066
0.0,0.0005154164241529479
0.0,0.0005722089420978195
0.0,0.0005850875748427051
0.0,0.0005095950183133625
0.0,0.00034313999926994566
0.002227306365966797,0.0001604948714062302
0.002227306365966797,8.571561701903656e-05
0.002227306365966797,0.00019708320311299577
0.002227306365966797,0.00044813718175901114
0.002227306365966797,0.0006902400286514479
0.002227306365966797,0.0007839804420214404
0.002227306365966797,0.0007025623608514893
0.002227306365966797,0.0005427922045484379
0.002227306365966797,0.00044052087389866547
0.002227306365966797,0.0004650989707460859
0.002227306365966797,0.0005817399304256703
0.002227306365966797,0.0007031326323410704
0.002227306365966797,0.0007657745194217835
0.002227306365966797,0.0007582031920051234
0.002227306365966797,0.0006976514177581016
0.002227306365966797,0.0006033378547426599
0.002227306365966797,0.0004944596242330729
0.002227306365966797,0.0003968391868117208
0.002227306365966797,0.00033870751162875477
0.002227306365966797,0.0003406625125139712
0.002227306365966797,0.0004067457147606404
0.002227306365966797,0.0005133225808249747
0.002227306365966797,0.0006066413723859886
0.002227306365966797,0.000629611882024269
0.002227306365966797,0.0005669644272199904
0.002227306365966797,0.00046442284398641367
0.002227306365966797,0.00039418517699453504
0.002227306365966797,0.00039387869549294737
0.0034942626953125,0.0004376758370262007
0.0034942626953125,0.0004638869388108534
0.0034942626953125,0.0004246736221196274
0.0034942626953125,0.00031741660621092965
0.0034942626953125,0.00019032319805243017
0.0034942626953125,0.00011968104759566712
0.0034942626953125,0.00015394231237388466
0.0034942626953125,0.000261465739068043
0.0034942626953125,0.0003425104991042065
0.0034942626953125,0.00030489765074512835
0.0034942626953125,0.00013487586980396975
0.0034942626953125,-8.963760397634293e-05
0.0034942626953125,-0.00024199020623783067
0.0034942626953125,-0.00021926242310286193
0.0034942626953125,-8.939424291878823e-06
0.0034942626953125,0.00029336983737352146
0.0034942626953125,0.0005379288894482152
0.0034942626953125,0.0006159294638031685
0.0034942626953125,0.0005264439381451069
0.0034942626953125,0.00036472541779549323
0.0034942626953125,0.000243563489329293
0.0034942626953125,0.00021380185474637506
0.0045146942138671875,0.00024692144459363176
0.0045146942138671875,0.0002795558159355164
0.0045146942138671875,0.0002661701484156228
0.0045146942138671875,0.00019872134573615532
0.0045146942138671875,9.478303967241947e-05
0.0045146942138671875,-2.2253260219213597e-05
0.0045146942138671875,-0.00012701281617643267
0.0045146942138671875,-0.0001813402188699695
0.0045146942138671875,-0.00014425628488984554
0.0045146942138671875,-1.571885524955738e-05
0.0045146942138671875,0.0001389416006180723
0.0045146942138671875,0.0002332370221183468
0.0045146942138671875,0.00023393265777793608
0.0045146942138671875,0.00018640080882780722
0.0045146942138671875,0.00017136648199977058
0.0045146942138671875,0.0002365178401786226
0.0045146942138671875,0.00035160406784490395
0.0045146942138671875,0.00041981073583001764
0.0045146942138671875,0.00035154603783785286
0.0045146942138671875,0.00015183011663469698
0.0045146942138671875,-6.351532886273548e-05
0.0045146942138671875,-0.00015855840266856968
0.0045146942138671875,-0.00010131384963789851
0.0045146942138671875,6.1808487251177314e-06
0.0045146942138671875,3.400127350264454e-05
0.0045146942138671875,-4.223337799650871e-05
0.0045146942138671875,-0.00012723876983776594
0.0045146942138671875,-0.00012125558158812883
0.0045146942138671875,-2.6846456659455476e-05
0.005544900894165039,6.552129829767253e-05
0.005544900894165039,7.277084208688644e-05
0.005544900894165039,-2.0184794787748997e-05
0.005544900894165039,-0.00017204515335032266
0.005544900894165039,-0.0003172500446018098
0.005544900894165039,-0.0003844848132012004
0.005544900894165039,-0.00032092230314733033
0.005544900894165039,-0.0001306928256381209
0.005544900894165039,0.0001080253294988309
0.005544900894165039,0.0002794466213908539
0.005544900894165039,0.0002990741721514919
0.005544900894165039,0.0001593744450699245
0.005544900894165039,-7.647062594236538e-05
0.005544900894165039,-0.000312880589930901
0.005544900894165039,-0.0004616016927695401
0.005544900894165039,-0.00047167915303643256
0.005544900894165039,-0.0003481660236395339
0.005544900894165039,-0.00015284348476880385
0.005544900894165039,2.231671199480589e-05
0.005544900894165039,0.00010484533040755265
0.005544900894165039,8.465234762042453e-05
0.005544900894165039,1.4841541799596831e-05
0.005544900894165039,-3.0153834098965224e-05
0.005544900894165039,-3.778929111071551e-06
0.005544900894165039,8.748598420746185e-05
0.005544900894165039,0.00018796166110351194
0.005544900894165039,0.00022163497674254214
0.005544900894165039,0.00014449843766407624
0.005544900894165039,-5.975096251192758e-06
0.006542205810546875,-0.00012036454882203083
0.006542205810546875,-0.00010200473909037777
0.006542205810546875,4.717199846286593e-05
0.006542205810546875,0.00022878118109394212
0.006542205810546875,0.0003325131685968263
0.006542205810546875,0.00031547463146309676
0.006542205810546875,0.00021241203728676326
0.006542205810546875,8.930890714858727e-05
0.006542205810546875,-5.6192434890112715e-06
0.006542205810546875,-5.494435534422514e-05
0.006542205810546875,-5.6535991954334685e-05
0.006542205810546875,-1.4707051435220425e-05
0.006542205810546875,4.9315409227372886e-05
0.006542205810546875,9.366727322239476e-05
0.006542205810546875,8.277542215820445e-05
0.006542205810546875,2.375603077477127e-05
0.006542205810546875,-3.800791402347851e-05
0.006542205810546875,-7.311691032335753e-05
0.006542205810546875,-0.00010663452635186447
0.006542205810546875,-0.000179471696020226
0.006542205810546875,-0.00027397599201746864
0.006542205810546875,-0.0003063219782572312
0.006542205810546875,-0.00020938478108607525
0.006542205810546875,-1.3338639704386901e-05
0.006542205810546875,0.00016897887742297102
0.006542205810546875,0.00023738410546176518
0.006542205810546875,0.00018399583388422757
0.006542205810546875,8.561336849316949e-05
0.006542205810546875,2.8300920823488044e-05
0.006542205810546875,4.230100819478383e-05
0.007541179656982422,9.553926231363945e-05
0.007541179656982422,0.00012580034886032032
0.007541179656982422,7.51717517748945e-05
0.007541179656982422,-7.953102698279539e-05
0.007541179656982422,-0.0003033408066465601
0.007541179656982422,-0.0005091743131100737
0.007541179656982422,-0.0006001617417591791
0.007541179656982422,-0.000521295838136855
0.007541179656982422,-0.00029130102289821083
0.007541179656982422,-2.110042395482929e-07
0.007541179656982422,0.00023390071650347287
0.007541179656982422,0.00033360530027901644
0.007541179656982422,0.00030954161315608004
0.007541179656982422,0.0002453578470084285
0.007541179656982422,0.00022836965093428883
0.007541179656982422,0.00027951111985881854
0.007541179656982422,0.0003369899086138824
0.007541179656982422,0.0003075143848914184
0.007541179656982422,0.00014893302289013702
0.007541179656982422,-7.885473683721729e-05
0.007541179656982422,-0.00024224691529727048
0.007541179656982422,-0.0002301785419005913
0.007541179656982422,-4.355914512853354e-05
0.007541179656982422,0.00019737537545439404
0.007541179656982422,0.0003313960475399203
0.007541179656982422,0.00025872484312088696
0.007541179656982422,3.155739812688971e-06
0.007541179656982422,-0.0003001828781179358
0.007541179656982422,-0.0004884322061602175
0.008541345596313477,-0.00047377279384255134
0.008541345596313477,-0.00028884041962705484
0.008541345596313477,-4.6827638829106846e-05
0.008541345596313477,0.000137018383236371
0.008541345596313477,0.00020231477600514365
0.008541345596313477,0.00015918222568340361
0.008541345596313477,6.905980750807697e-05
0.008541345596313477,-2.0774610730192257e-08
0.008541345596313477,-2.148052778045721e-05
0.008541345596313477,-2.6999633016353745e-05
0.008541345596313477,-7.770440662169801e-05
0.008541345596313477,-0.0002107902006517541
0.008541345596313477,-0.000397868176965523
0.008541345596313477,-0.0005471118558383089
0.008541345596313477,-0.0005601152959593406
0.008541345596313477,-0.0004100864575165583
0.009088754653930664,-0.0001771119128094941
0.009088754653930664,-4.0930937081633514e-06
0.009088754653930664,1.6510480611245567e-07
0.009088754653930664,-0.00015618437385202352
0.009088754653930664,-0.00034389837095114847
0.00941014289855957,-0.00040570395137119687
0.00941014289855957,-0.0002836341766297366
0.00941014289855957,-6.928062877815106e-05
0.00941014289855957,7.418792726247626e-05
0.00941014289855957,4.5689669867238457e-05
0.00941014289855957,-0.0001262766787847753
0.00941014289855957,-0.0003247648742075105
0.00941014289855957,-0.00043121889663404596
0.00941014289855957,-0.00038527884116951194
0.00941014289855957,-0.00020574064361867265
0.00941014289855957,1.771322969443479e-05
0.00941014289855957,0.00017206456030603327
0.00941014289855957,0.00019438814539949744
0.00941014289855957,0.00010944557051918541
0.00941014289855957,-6.579512182318802e-06
0.00941014289855957,-9.063185690134261e-05
0.00941014289855957,-0.00011513051086347218
0.00941014289855957,-6.814816348062387e-05
0.00941014289855957,5.1654008066687086e-05
0.00941014289855957,0.00020867037996732336
0.00941014289855957,0.0003202996513282933
0.00941014289855957,0.00030044495154179834
