Time (s),Voltage (V)
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09347985347985348
0.0,0.09347985347985348
0.0,0.09347985347985348
0.0,0.09347985347985348
0.0,0.09347985347985348
0.0,0.09347985347985348
0.0,0.09267399267399268
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09347985347985348
0.0,0.09267399267399268
0.0,0.09267399267399268
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09267399267399268
0.0,0.09267399267399268
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09347985347985348
0.0,0.09267399267399268
0.0,0.09347985347985348
0.0,0.09347985347985348
0.002227306365966797,0.09267399267399268
0.002227306365966797,0.09267399267399268
0.002227306365966797,0.09267399267399268
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09267399267399268
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09267399267399268
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09267399267399268
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09347985347985348
0.002227306365966797,0.09267399267399268
0.002227306365966797,0.09347985347985348
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09347985347985348
0.0034942626953125,0.09267399267399268
0.0034942626953125,0.09347985347985348
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09347985347985348
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09267399267399268
0.0045146942138671875,0.09347985347985348
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09267399267399268
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09347985347985348
0.005544900894165039,0.09347985347985348
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09267399267399268
0.006542205810546875,0.09347985347985348
0.006542205810546875,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09267399267399268
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09267399267399268
0.007541179656982422,0.09267399267399268
0.007541179656982422,0.09267399267399268
0.007541179656982422,0.09267399267399268
0.007541179656982422,0.09267399267399268
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09267399267399268
0.007541179656982422,0.09267399267399268
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
0.007541179656982422,0.09347985347985348
