Window,Alpha,Beta,AlphaBetaRatio
152,1.8761687687219394e-06,2.1613859904373963e-06,0.8680396639113322
153,1.5081082057160889e-06,2.761280437849084e-06,0.5461626371028214
154,2.1507909394951806e-06,2.386343127099959e-06,0.9012915682871487
155,2.286393608691573e-06,2.446627467415029e-06,0.9345082727724175
156,6.566525217314809e-06,2.9766363393621487e-06,2.206021988806978
157,8.615092949483593e-06,5.636956758456042e-06,1.5283234054545523
158,8.242844160802467e-06,5.968324605637486e-06,1.3810985000742995
159,5.484099453658168e-06,3.4139885847934953e-06,1.6063613915070805
160,3.1160520252380443e-06,3.7691165737872827e-06,0.8267327274802152
161,2.272408113885387e-06,2.588374736620473e-06,0.8779285633317416
162,6.14635785836155e-07,1.7831778165178613e-06,0.3446856393920368
163,8.8363650318669e-07,1.5864315368699088e-06,0.5569963043789077
