Time(s),Filtered_Voltage
0.0080296993255615,-0.004428831748098585
0.0234513282775878,-0.003411886636803471
0.0381166934967041,-0.0013159781424270313
0.0541727542877197,0.0009760092586174729
0.069516897201538,0.0011403856279572357
0.0850710868835449,-0.001875715487158896
0.1010706424713134,-0.005956727481294402
0.1173484325408935,-0.007338810226150147
0.1320023536682129,-0.0045089657410959895
0.1480271816253662,-0.00037569648228003645
0.1630945205688476,7.175328934937191e-05
0.178307294845581,-0.005265371998938914
0.1939845085144043,-0.012857617676373166
0.210101842880249,-0.016096013446718675
0.2261147499084472,-0.011318817071569896
0.2410435676574707,-0.0018984779869147157
0.2578084468841553,0.003970192153589826
0.2894454002380371,0.000492340554512669
0.3180470466613769,-0.010188642194685878
0.334324836730957,-0.0197761360014841
0.3632616996765136,-0.021153860835679914
0.3792612552642822,-0.013961339131494584
0.3875584602355957,-0.003746764702774149
0.4171841144561767,0.0032013209797261744
0.4440250396728515,0.004269180439344096
0.4544038772583008,0.0013131465195477853
0.4704611301422119,-0.001709066839521673
0.4855055809020996,-0.0020142158519548805
0.5020122528076172,0.00020975287164040808
0.5171432495117188,0.0025184461725134433
0.5332610607147217,0.002438836250739654
0.5502567291259766,-0.0008434823496623666
0.565361499786377,-0.006484581091343261
0.5823965072631836,-0.012882317465548045
0.5971119403839111,-0.01813875071386219
0.6132030487060547,-0.02029499079603047
0.6292033195495605,-0.01835014379837206
0.6440515518188477,-0.01341611639235851
0.6598100662231445,-0.008243260007382631
0.6753685474395752,-0.005126716557843934
0.6907243728637695,-0.0042338691390997624
0.7062757015228271,-0.0038286143146700024
0.7222626209259033,-0.0019037810079056282
0.7372851371765137,0.002189909150336359
0.7540731430053711,0.007085306806673385
0.7691841125488281,0.010028428757437875
0.7851991653442383,0.008775028428650269
0.8012044429779053,0.003937405270150334
0.8165411949157715,-0.000393493586706427
0.8321115970611572,0.0004487362061980976
0.8471183776855469,0.0070729697963784486
0.8623447418212891,0.01454379067590987
0.8783314228057861,0.016447659746075344
0.8937191963195801,0.010835494557772522
0.9092950820922852,0.002043422031927799
0.9250948429107666,-0.0033044654390702033
0.9406991004943848,-0.0019636738675001516
0.9561545848846436,0.003899856148487077
0.9717144966125488,0.009549602352043239
0.9873745441436768,0.01197706439364428
1.003115177154541,0.01156464975213989
1.0187089443206787,0.010388631691712918
1.0341079235076904,0.009824355181908205
1.049126148223877,0.00998641725267089
1.0648987293243408,0.010773588821323886
1.079563856124878,0.012574116383565492
1.0956332683563232,0.015711074181480274
1.111410140991211,0.019558586883622345
1.126375675201416,0.02256159965344394
1.142351150512695,0.023275588944391218
1.1582589149475098,0.02155877181812975
1.1730096340179443,0.018864045473543704
1.1893842220306396,0.017137584418732213
1.205016851425171,0.017046949421493984
1.2196667194366455,0.017214273297901907
1.2353293895721436,0.015430029525924253
1.251328945159912,0.01085382219360894
1.2666184902191162,0.005134416436087482
1.2825686931610107,0.001315308455634565
1.2974891662597656,0.0013628648247809223
1.3133609294891355,0.0044963774654677765
1.3291008472442627,0.007922339896515189
1.3450794219970703,0.009303398925367329
1.3605189323425293,0.008601589872193408
1.3753111362457275,0.007713695526328717
1.3905460834503174,0.00855655911075701
1.4059209823608398,0.011475494267673003
1.4221806526184082,0.015119826071305019
1.4382479190826416,0.017490501597591065
1.4549345970153809,0.017220442096441385
1.4692962169647217,0.01439353503534857
1.4854285717010498,0.010532278346696542
1.5002751350402832,0.007694675162084582
1.5152826309204102,0.007263626745763029
1.5305123329162598,0.009318918737387504
1.5470454692840576,0.012814011184407075
1.5624127388000488,0.016135780724978923
1.5784294605255127,0.017823292878905078
1.5944585800170898,0.017342463669560534
1.6084678173065186,0.01542582615168947
1.623115301132202,0.01362593028002535
1.6393425464630127,0.013437601041288967
1.654311180114746,0.015461422202887314
1.6694340705871582,0.01881292600656957
1.684434413909912,0.021280992735513503
1.6991817951202393,0.020736816856119826
1.714799165725708,0.016924029805967473
1.7302589416503906,0.011742080072662513
1.746241331100464,0.00756058661343725
1.7611615657806396,0.00537631031282998
1.7773618698120115,0.004601875238940182
1.7932560443878174,0.00421414068855046
1.8083579540252688,0.0037935807186492638
1.827462911605835,0.003645714374678626
1.8394713401794436,0.004235150061828896
1.8545050621032717,0.005561114722451416
1.86956524848938,0.007036658449286334
1.88431715965271,0.00802529957276155
1.9003803730010984,0.008524445174343486
1.9152367115020752,0.00920229679121145
1.931106805801392,0.010625642983205941
1.9464662075042725,0.012509838605470974
1.962113857269287,0.013886098860100376
1.9776136875152588,0.013900552501875846
1.9932348728179927,0.012182807261349326
2.0093111991882324,0.008679171410875222
